1,73
2,72
3,71
4,70
5,70
6,69
7,69
8,69
9,68
10,67
11,67
12,66
13,67
14,67
15,67
16,67
17,67
18,66
19,66
20,66
21,66
22,67
23,67
24,67
25,67
26,67
27,67
28,67
29,67
30,67
31,68
32,68
33,68
34,68
35,67
36,67
37,68
38,68
39,68
40,68
41,69
42,68
43,68
44,69
45,70
46,73
47,76
48,79
49,82
50,85
51,88
52,91
53,94
54,96
55,100
56,103
57,106
58,108
59,111
60,113
61,115
62,118
63,120
64,122
65,124
66,126
67,128
68,129
69,131
70,132
71,134
72,135
73,137
74,138
75,139
76,140
77,140
78,140
79,140
80,139
81,139
82,138
83,137
84,136
85,135
86,134
87,133
88,132
89,131
90,131
91,130
92,129
93,128
94,127
95,126
96,126
97,125
98,125
99,124
100,123
101,123
102,122
103,121
104,121
105,120
106,120
107,120
108,120
109,119
110,118
111,116
112,115
113,112
114,110
115,107
116,105
117,102
118,100
119,97
120,95
121,93
122,91
123,89
124,88
125,86
126,83
127,82
128,80
129,79
130,78
131,77
132,75
133,74
134,72
135,71
136,70
137,69
138,68
139,68
140,67
141,66
142,65
143,64
144,64
145,64
146,63
147,63
148,64
149,64
150,64
151,64
152,64
153,64
154,65
155,65
156,66
157,66
158,66
159,67
160,67
161,67
162,67
163,68
164,68
165,68
166,68
167,68
168,68
169,68
170,68
171,68
172,68
173,69
174,69
175,69
176,69
177,69
178,69
179,70
180,71
181,71
182,72
183,73
184,73
185,74
186,74
187,75
188,76
189,77
190,77
191,78
192,78
193,79
194,79
195,80
196,80
197,81
198,82
199,82
200,82
201,82
202,82
203,82
204,83
205,83
206,84
207,84
208,84
209,84
210,84
211,83
212,83
213,83
214,82
215,81
216,81
217,80
218,79
219,78
220,77
221,76
222,76
223,76
224,75
225,74
226,73
227,72
228,72
229,71
230,71
231,71
232,71
233,70
234,69
235,69
236,68
237,68
238,68
239,68
240,68
241,68
242,67
243,67
244,67
245,67
246,68
247,69
248,70
249,71
250,72
251,72
252,73
253,74
254,75
255,76
256,77
257,79
258,79
259,80
260,80
261,81
262,82
263,83
264,83
265,84
266,84
267,85
268,84
269,85
270,85
271,86
272,87
273,87
274,87
275,87
276,87
277,88
278,89
279,90
280,92
281,94
282,96
283,97
284,98
285,100
286,101
287,103
288,104
289,106
290,107
291,108
292,109
293,110
294,111
295,112
296,113
297,114
298,115
299,116
300,116
